id,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
0,0.29694652352355105,0.37959180361931694,0.46581970969525854,-0.4882321336695819,0.19611749593495773,0.5592835986226072,0.17402420913846794,0.2700637506238722,0.8741146476754069,0.7472529475478832,0.5858428191034974,-0.370558989360442,0.2260233116100956,0.11789373151659702,0.6356040993764625,0.5550616796720296,0.1641592235728691,0.30290483035795335,0.2260233116100956,0.871567848423239,0.5067027428297063,0.9653221593564961,1.998112264387533,0.04133459845535685,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,-0.6341914585030836,-0.143784138843222,-0.1518852765448676,-0.162005483337517
1,0.48191724377119505,0.12557279290753018,0.22444408370201493,-0.6510325413597241,0.10543396959304618,-0.40789797272236406,0.12334833087638183,-0.4042986845612244,-0.670680338117448,0.33667391922329076,0.7232945878248215,-0.24247365305455137,-0.3346230721702725,0.8319650929436483,-0.9314342056296722,-0.6145683161138198,-1.213705420206539,-0.33734039603731064,-0.3346230721702725,-0.7528150572285214,-0.1011720844105858,-1.1053602251608439,0.9003505356447631,1.2756712281911886,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,-0.6341914585030836,-0.143784138843222,-0.1518852765448676,-0.162005483337517
2,-0.8041890073142978,-0.25247258701154063,-0.15821786546324976,0.6576748984710353,-0.6192202924254855,-0.3120572553238493,-0.6051662239622368,-0.5022315520677126,-0.7404831836948832,0.19753816370785665,-0.5169113380455976,-0.6841703134103672,-0.14774094424348314,1.0699808543110416,-1.5686531014412954,-1.8992438852556544,-1.8042188389691423,-0.7108167781012147,-0.14774094424348314,-0.6821897135045318,-0.7958861726852053,-1.3641955232255114,-0.19741119309800678,0.9670870707572307,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,-0.2755433502769166,-0.143784138843222,-0.1518852765448676,-0.162005483337517
3,0.13665891660673515,-0.34785349574181545,-0.2283623749321853,-0.2482694283251229,0.12756798444996806,-0.1369509332946076,0.14525357034646863,-0.19329703406320858,0.907407727915823,-0.2593794215963841,0.3075645352884849,-0.23041626994393094,-0.27232902952800936,0.5947917297020702,-1.06798111187502,-0.6720911027918124,-0.9887479273445947,-0.33734039603731064,-0.27232902952800936,-0.3996883386085735,-0.01433282337625836,0.3958845036142276,-0.9292523455931867,-1.5015861887144328,-0.24293483278657285,-0.30722299669180425,2.7035833055099148,-0.2755433502769166,-0.143784138843222,-0.1518852765448676,-0.162005483337517
4,-0.7153186900653175,-0.7948972264214723,-0.6619435868607424,0.633108756939567,-0.5084109260632211,-1.0815278835989006,-0.4715362621051546,-0.9835076010796981,1.326348824171101,-0.6226939618179119,-0.537230630207197,-0.48637406438893505,0.41290543953688497,0.1190084895317819,-0.027623730958084153,-0.020166187107896322,0.38911671643481327,0.5163199058230413,0.41290543953688497,-0.8234404009525109,-0.18801134544491324,1.5347598150987647,-0.19741119309800678,-0.5758337164125591,-0.24293483278657285,0.8686245952429444,2.7035833055099148,0.0831047579492503,-0.143784138843222,-0.1518852765448676,-0.162005483337517
5,0.4534666511545825,0.405752301531488,0.48877696562014517,-0.5451265773006084,-0.03492343288073977,0.0948336019966166,0.029857625740495213,0.05382620520582971,-0.05924444626717282,0.5455338145758706,0.5719918612370928,-0.05680663245780405,-0.7706813706661143,0.9067638092059493,-1.6986977740559124,-1.5541071651876988,-2.1416550782620587,-1.1910006978976626,-0.7706813706661143,-0.6821897135045318,-0.6222076506165505,-1.001826105934977,-0.9292523455931867,-0.5758337164125591,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,0.0831047579492503,-0.143784138843222,-0.1518852765448676,-0.162005483337517
6,0.7500583579215488,0.6239945836546366,0.6683871634001207,-0.7283202329367271,0.32467983717799276,0.5578059498939457,0.42152804380813075,0.5926487110804087,-0.6360560347590372,0.5153272964569798,0.6670833185029377,0.3462795417616208,-0.27232902952800936,-0.3960995188580259,0.8111644074061953,0.9193726619659827,0.5015954628657854,0.08948975489286533,-0.27232902952800936,0.6596918172512702,0.3330242207610514,-0.4323884501927084,1.632191688139943,0.6585029133232727,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,-0.2755433502769166,-0.143784138843222,-0.1518852765448676,-0.162005483337517
7,1.030726683160806,0.4860095859024978,0.5681134011435341,-1.325472450804172,1.1610662759441053,0.9113326421746394,0.9640272613334645,0.5439949268572325,0.3229116881172692,0.8627892572151918,1.4392086739167094,-0.3485534173553105,0.2883173542523587,0.7671171220777214,0.954213547282274,1.3795549553899233,0.41723640304255627,1.2099189010845772,0.2883173542523587,1.365945254491166,1.7224523973102905,0.5511856824530281,0.35146967127337814,0.3499187558893148,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,0.0831047579492503,-0.143784138843222,-0.1518852765448676,-0.162005483337517
8,0.8340306188774134,0.3585121520735902,0.3881258913454553,-0.7392418382046974,0.8451690010667848,0.5133149419333486,0.9336066379812816,0.6403528806861413,0.10332890932006517,0.02334789619592528,0.6281009791021647,0.5643878141132274,-0.7706813706661143,0.643020762897128,-0.638833692246784,-0.21190880936787163,-0.7075510612671645,-0.017217782839678668,-0.7706813706661143,0.024063723735363998,0.41986348179537886,-0.27708727135390787,0.1685093831495832,0.04133459845535685,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,-0.9928395667292504,-0.143784138843222,-0.1518852765448676,-0.162005483337517
9,0.3251211229426603,-0.28292690182431224,-0.17201042534136501,-0.5640732326572572,0.7977667301709985,0.19619677844537672,0.6362074882804062,-0.04989640687910985,1.4964472169968517,0.007906653677348843,0.688938999714387,-0.4806804901180382,0.973551823317253,-0.3431360474333876,1.9555575264148248,2.376616591141795,2.0762979128993946,1.5833952831484812,0.973551823317253,1.2953199107671765,1.9829701804132729,2.621868066970368,-0.38037148122180175,-1.193002031280475,-0.24293483278657285,-0.30722299669180425,-0.23332480107762435,0.4417528661754172,-0.143784138843222,-0.1518852765448676,-0.162005483337517
