id,Valence,Arousal,Dominance
0,0.6318263888888889,0.4091180555555556,0.5269652777777778
1,0.6115185185185185,0.43692592592592594,0.5191750841750843
2,0.6506288209606985,0.4307423580786026,0.5412576419213974
3,0.6255371900826446,0.4287272727272726,0.5429504132231405
4,0.5917899159663865,0.43753781512605044,0.5272100840336135
5,0.613188679245283,0.4312587601078168,0.5336442048517519
6,0.6361924198250729,0.4392244897959184,0.5310641399416909
7,0.6343695014662757,0.4496715542521994,0.5452375366568915
8,0.6465228426395939,0.4299746192893401,0.5283756345177665
9,0.5931826347305389,0.44498203592814367,0.5168952095808385
10,0.5952045454545455,0.45471022727272725,0.5340397727272728
11,0.6561699999999999,0.432055,0.5223450000000001
12,0.609487972508591,0.4567663230240549,0.5287731958762887
13,0.6581388174807199,0.4366632390745502,0.5366863753213368
14,0.6174372294372295,0.4293722943722944,0.530155844155844
15,0.5977585034013607,0.4453503401360544,0.5288979591836735
16,0.6260515759312322,0.43677650429799425,0.5460057306590257
17,0.6569104859335038,0.4439488491048593,0.5509667519181586
18,0.6302666666666666,0.42664047619047624,0.5401071428571429
19,0.622537037037037,0.4217814814814815,0.5423518518518519
20,0.6345888888888889,0.43405555555555553,0.5619333333333333
21,0.6143828125,0.44809765625,0.5349843750000001
22,0.6204741035856574,0.4499442231075697,0.5300119521912351
23,0.6535652173913044,0.4346956521739131,0.5326459627329192
24,0.6501708185053381,0.41828469750889674,0.5411281138790036
25,0.6535152671755725,0.4288473282442748,0.5369083969465649
26,0.643165137614679,0.43400917431192665,0.550598623853211
27,0.6313534883720929,0.4156930232558139,0.5081581395348838
28,0.6541568047337278,0.4381242603550296,0.5427011834319526
29,0.6249411764705881,0.4217990196078431,0.5227401960784313
30,0.6275826558265581,0.4421571815718157,0.5189024390243901
31,0.6276872586872587,0.4750888030888031,0.5347335907335906
32,0.6588970099667775,0.42242857142857143,0.560627906976744
33,0.6361321321321322,0.4472762762762763,0.5398888888888889
34,0.6353021582733813,0.4619928057553957,0.5362949640287769
35,0.5895542168674699,0.4810963855421687,0.5370240963855422
36,0.6464525745257452,0.43944715447154464,0.5300813008130081
37,0.6205227817745803,0.45405035971223023,0.5184532374100719
38,0.6450254237288136,0.4499406779661017,0.5511497175141243
39,0.6325536992840095,0.4427183770883055,0.5336825775656324
40,0.6415502512562814,0.4327060301507537,0.5362035175879397
41,0.6067266666666667,0.4424733333333333,0.5030433333333334
42,0.6206066176470588,0.4161433823529411,0.5105036764705881
43,0.661876404494382,0.4273520599250937,0.5347640449438202
44,0.6253034188034188,0.44880769230769235,0.5035042735042735
45,0.6214056338028169,0.4209859154929577,0.5195577464788732
46,0.5923129770992366,0.44175572519083967,0.537590330788804
47,0.6542072829131653,0.4387366946778712,0.5448627450980391
48,0.6279354838709676,0.4313771712158809,0.5249652605459058
49,0.6050194552529183,0.4509182879377432,0.5301634241245137
50,0.6536796657381615,0.4453732590529248,0.5461866295264625
51,0.6493035714285714,0.4359821428571429,0.5265089285714285
52,0.6639604863221885,0.42100911854103346,0.5357720364741642
53,0.6518016997167139,0.4453342776203966,0.5425524079320114
54,0.6519503311258279,0.4378774834437085,0.537430463576159
55,0.6340308370044053,0.42162114537444934,0.5234140969162996
56,0.6440680473372781,0.4441242603550296,0.5331479289940828
57,0.6229501557632399,0.44264485981308405,0.5271838006230529
58,0.6152047477744808,0.45739465875370916,0.5167002967359051
59,0.6008125,0.4338881578947368,0.5195427631578947
60,0.6252134387351779,0.4311106719367589,0.5109130434782607
61,0.648809384164223,0.43294428152492676,0.5419970674486804
62,0.6000527950310559,0.4512857142857143,0.5083788819875776
63,0.6354702842377261,0.4213410852713178,0.5399767441860466
64,0.6741157894736842,0.4346736842105264,0.5387894736842106
65,0.6165285359801489,0.43610918114143915,0.5307741935483871
66,0.6775723472668811,0.44018649517684894,0.5579710610932476
67,0.6730134048257372,0.4193753351206435,0.5593243967828418
68,0.6329969135802469,0.4615462962962963,0.5562376543209877
69,0.6398383458646617,0.42237969924812035,0.5316090225563911
70,0.6444016393442623,0.44987499999999997,0.540247950819672
71,0.6511106719367589,0.4567747035573122,0.5496047430830039
72,0.6259516129032259,0.4264731182795699,0.5155564516129033
73,0.6127826086956522,0.4578695652173913,0.5202478260869565
74,0.6410957446808511,0.43881117021276594,0.5399015957446808
75,0.6088393574297188,0.44505220883534136,0.5459718875502008
76,0.6331925754060324,0.44298143851508126,0.5664106728538283
77,0.6190111940298508,0.4341231343283582,0.5302611940298508
78,0.6336082725060828,0.45266666666666666,0.5505012165450123
79,0.633718918918919,0.4060972972972973,0.5122945945945946
80,0.5634763948497854,0.44329184549356226,0.5088583690987124
81,0.6415045592705167,0.42703647416413376,0.5229270516717326
82,0.6348891402714931,0.45148642533936656,0.5606651583710407
83,0.6343208333333334,0.4404000000000001,0.5292625
84,0.6221924686192468,0.41838493723849374,0.5134728033472803
85,0.6155030674846625,0.44156441717791406,0.5465030674846626
86,0.6466657142857144,0.43996285714285716,0.5431942857142857
87,0.6069659090909091,0.3980170454545455,0.4885681818181818
88,0.6340324074074074,0.4169490740740741,0.5211111111111111
89,0.6194909090909091,0.4113818181818182,0.5223787878787879
90,0.6255673981191224,0.425012539184953,0.5301347962382446
91,0.651529255319149,0.4511941489361702,0.5503457446808511
92,0.658728,0.45861599999999997,0.5269360000000001
93,0.6758367346938775,0.4521122448979592,0.5908673469387755
94,0.6200361445783131,0.4428273092369478,0.5100361445783134
95,0.617741935483871,0.41759677419354835,0.5188870967741936
96,0.6361479289940828,0.4273550295857988,0.5304408284023668
97,0.611531746031746,0.4282460317460317,0.534686507936508
98,0.6122173913043479,0.40857707509881425,0.5024189723320158
99,0.659597609561753,0.44633067729083664,0.5461872509960158
100,0.6336679104477612,0.42870149253731343,0.5252425373134327
101,0.6155177993527507,0.4300938511326861,0.5076051779935276
102,0.5816630036630038,0.45468498168498167,0.5056336996336995
103,0.6239004975124378,0.4253681592039801,0.5173383084577114
104,0.6296838235294118,0.45449999999999996,0.5041801470588235
105,0.6527559055118111,0.41959580052493434,0.5311469816272967
106,0.6333028169014084,0.4281197183098592,0.5311443661971832
107,0.6406626213592232,0.46006067961165054,0.5544684466019417
108,0.5938983957219252,0.4080267379679144,0.5014545454545455
109,0.6316821705426359,0.4350348837209302,0.5381162790697674
110,0.628548128342246,0.4415213903743316,0.526692513368984
111,0.6291034482758621,0.4356180371352785,0.5334641909814323
112,0.6177324675324676,0.4415662337662337,0.5184467532467534
113,0.6125121951219512,0.43397560975609756,0.5099085365853658
114,0.5678126801152737,0.46889625360230547,0.505129682997118
115,0.6304328358208956,0.4453791044776119,0.5323820895522389
116,0.6619288256227758,0.42567971530249116,0.5429501779359431
117,0.6045777777777778,0.41244197530864196,0.5110987654320988
118,0.6247131474103585,0.44116733067729086,0.5480557768924303
119,0.6614183266932272,0.4359521912350598,0.5378366533864543
120,0.6156725440806045,0.45278337531486146,0.5182367758186397
121,0.6320210526315789,0.42381052631578947,0.5107368421052632
122,0.6452547425474254,0.4363523035230353,0.5381571815718157
123,0.6103576923076922,0.43326538461538455,0.4938038461538462
124,0.5921528925619834,0.4590702479338843,0.542694214876033
125,0.6190662020905924,0.4472926829268292,0.5426271777003484
126,0.5943381642512077,0.44934299516908205,0.503768115942029
127,0.5924493506493507,0.46793246753246753,0.5437714285714286
128,0.6235162601626016,0.4472520325203252,0.5445325203252032
129,0.6208947368421053,0.41687925696594424,0.5195603715170278
130,0.63875,0.4481594827586207,0.5427801724137932
131,0.6086030927835052,0.4425618556701031,0.5015309278350515
132,0.5878714285714286,0.4527457142857143,0.5258257142857142
133,0.583383495145631,0.4645873786407767,0.5287281553398059
134,0.6500141509433962,0.4539882075471698,0.5437240566037735
135,0.6343162055335968,0.4386916996047431,0.5591067193675889
136,0.6070034246575342,0.43267123287671233,0.5192465753424659
137,0.6373693693693695,0.4468618618618619,0.5401051051051051
138,0.6198954248366013,0.44438235294117645,0.5203856209150326
139,0.6273503184713376,0.4332070063694267,0.5348089171974523
140,0.5932369230769231,0.41467384615384617,0.5023969230769231
141,0.6124622641509433,0.4256084905660377,0.49755660377358496
142,0.6338813559322034,0.442813559322034,0.5082118644067797
