id,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
0,0.24347826086956523,0.06086956521739131,0.02608695652173913,0.1565217391304348,0.02608695652173913,0.05217391304347826,0.14782608695652175,0.05217391304347826,0.06956521739130435,0.17391304347826086
1,0.17679558011049723,0.13259668508287292,0.06077348066298342,0.09944751381215469,0.027624309392265192,0.08287292817679558,0.08287292817679558,0.06629834254143646,0.06077348066298342,0.10497237569060773
2,0.25333333333333335,0.09333333333333334,0.06,0.11333333333333333,0.05333333333333334,0.07333333333333333,0.13333333333333333,0.04666666666666667,0.06,0.14666666666666667
3,0.2360248447204969,0.08695652173913043,0.049689440993788817,0.09937888198757763,0.018633540372670808,0.031055900621118012,0.06832298136645963,0.055900621118012424,0.037267080745341616,0.12422360248447205
4,0.23163841807909605,0.14689265536723164,0.07909604519774012,0.1638418079096045,0.07909604519774012,0.07909604519774012,0.10734463276836158,0.0847457627118644,0.07344632768361582,0.12994350282485875
5,0.24701195219123506,0.14342629482071714,0.06772908366533864,0.16334661354581673,0.027888446215139442,0.11553784860557768,0.08764940239043825,0.08764940239043825,0.04780876494023904,0.18326693227091634
6,0.25,0.12727272727272726,0.06818181818181818,0.13636363636363635,0.04090909090909091,0.07727272727272727,0.1318181818181818,0.1,0.05454545454545454,0.1590909090909091
7,0.26339285714285715,0.15178571428571427,0.0625,0.13392857142857142,0.04017857142857143,0.06696428571428571,0.16071428571428573,0.09375,0.08482142857142858,0.13839285714285715
8,0.25949367088607594,0.13924050632911392,0.06962025316455696,0.14556962025316456,0.05063291139240506,0.08227848101265822,0.12658227848101267,0.08227848101265822,0.056962025316455694,0.14556962025316456
9,0.17842323651452283,0.1950207468879668,0.0954356846473029,0.11618257261410789,0.08713692946058091,0.1037344398340249,0.08713692946058091,0.08713692946058091,0.06639004149377593,0.14107883817427386
10,0.16605166051660517,0.21033210332103322,0.08856088560885608,0.1033210332103321,0.07749077490774908,0.11070110701107011,0.05166051660516605,0.12177121771217712,0.04428044280442804,0.1070110701107011
