,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Valence,Arousal,Dominance,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination,AOA numeric,CONC numeric,FAM numeric,IMAG numeric,MEANC numeric,MEANP numeric,NLET numeric,NPHON numeric,NSYL numeric,WC numeric,WPS numeric,Qmarks numeric,Unique numeric,Dic numeric,Sixltr numeric,Abbreviations numeric,Emoticons numeric,Pronoun numeric,I numeric,We numeric,Self numeric,You numeric,Other numeric,Negate numeric,Assent numeric,Article numeric,Preps numeric,Number numeric,Affect numeric,Posemo numeric,Posfeel numeric,Optim numeric,Negemo numeric,Anx numeric,Anger numeric,Sad numeric,Cogmech numeric,Cause numeric,Insight numeric,Discrep numeric,Inhib numeric,Tentat numeric,Certain numeric,Senses numeric,See numeric,Hear numeric,Feel numeric,Social numeric,Comm numeric,Othref numeric,Humans numeric,Time numeric,Past numeric,Present numeric,Future numeric,Space numeric,Up numeric,Down numeric,Incl numeric,Excl numeric,Motion numeric,Achieve numeric,Relig numeric,Sexual numeric,Swear numeric,Nonfl numeric,Fillers numeric,Period numeric,Comma numeric,Colon numeric,SemiC numeric,QMark numeric,Exclam numeric,Dash numeric,Quote numeric,Apostro numeric,Parenth numeric,OtherP numeric,AllPct numeric
0,0.1666666666666666,0.0833333333333333,0.0,0.125,0.0,0.0625,0.0833333333333333,0.0416666666666666,0.0208333333333333,0.0833333333333333,0.6256777777777778,0.4064888888888888,0.5090444444444444,-0.1434304728143316,-0.0906620514340725,0.6249820481937908,0.2037933381345008,-0.1283558978232694,-0.0583443565505242,-0.091635676391149,-0.0347077836943961,0.0288636394339798,0.3794321361315411,-0.6814839533111258,-0.1080841072020657,-0.543095643101923,-0.1187408178047193,0.0235558168681636,-0.31977193098421,-0.0970116975012864,-0.1398569919123564,-0.543095643101923,0.548278551909845,-0.3885312941032635,0.2579715388619026,-1.617102177464948,-0.5928312113292662,0.0,-0.1743714581157289,-0.0330770600827811,1.818006484593964,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,0.3505,-0.413255,0.707633,-0.689787,-0.782389,-0.917808,-0.8982680000000001,-0.212531,-0.966792,0.060858,-0.090642,0.960495,-0.334764,0.2453949999999999,-1.1898959999999998,0,-0.0427699999999999,-0.794944,-0.421201,-0.7955270000000001,-0.658629,0.168105,-0.101839,-0.5933149999999999,-0.624052,-0.029985,0.8924790000000001,-0.173279,-0.086726,0.178514,-0.755016,-0.08223,-0.303087,-0.089284,0.370296,-1.109326,0.597274,-0.2377409999999999,-0.02349,1.805201,0.636188,-0.32495,-0.623239,-0.8578,0.147979,-0.501325,-0.793716,-0.5274840000000001,-0.5512560000000001,-0.465417,-0.35833,-0.013778,0.907993,-0.72945,-0.658996,1.077317,0.25876,0.293951,0.8917780000000001,3.131572,2.121563,-0.415617,-0.4801609999999999,0.058529,-0.147126,-0.280398,-0.086094,-0.707109,1.043631,-0.073676,0.582284,0.475846,-0.37208,-0.126497,0.262436,0.422855,-0.4515439999999999,0.648584,0.2410389999999999
1,0.1818181818181818,0.2727272727272727,0.0454545454545454,0.0681818181818181,0.0681818181818181,0.1136363636363636,0.0454545454545454,0.1363636363636363,0.0227272727272727,0.0909090909090909,0.5881973684210526,0.4386842105263157,0.5040657894736842,-0.1977390325755119,-0.1674816559571157,0.280033389241405,0.234714516944983,-0.1839168162025944,-0.189643481909583,-0.1614713048733105,-0.189434149531397,-0.0559840008441146,0.1740792752031815,-0.4294407121849726,-0.1756779396142812,-0.2007966843016753,0.5849339981991372,0.1340225829849096,-0.0674156661139152,0.0767547688223883,0.5434955228605476,-0.2007966843016753,-0.1252396922371744,-0.1062715607928339,0.3182791418406049,-0.0338647200111123,-0.5928312113292662,0.0,-0.1743714581157289,-0.0330770600827811,0.4142293256036879,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,-0.600111,0.639878,0.232566,0.766799,0.999516,0.2163699999999999,-0.8765639999999999,-0.957188,-0.37388,0.087365,-0.25795,-0.427421,0.032782,-0.4109739999999999,-0.896984,0,-0.0427699999999999,0.203301,0.724194,-0.331662,0.674767,-0.0663909999999999,-0.887308,-0.1120849999999999,0.420853,0.043843,0.363392,-0.532125,0.091679,0.4327479999999999,-1.100231,-0.429583,-0.320365,0.306748,-0.193395,0.351079,-0.019487,0.239736,1.111712,-1.066821,-0.486044,1.000744,0.313664,-0.542976,-0.1802349999999999,0.003607,-1.093488,-0.822736,-0.146169,-0.952929,-0.612963,1.793209,-0.121798,-0.768339,-0.463289,-0.187782,-0.027304,-0.954251,-0.3250949999999999,-1.020543,0.5993850000000001,-0.720694,-0.04299,-0.745201,-0.546834,2.246934,-0.086094,1.947694,0.318213,0.068026,-0.2343599999999999,-0.3396349999999999,-0.189989,-0.3370849999999999,-0.422267,2.478336,-0.4515439999999999,-0.4087719999999999,1.998337
2,0.088235294117647,0.0588235294117647,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0,0.0,0.0588235294117647,0.0294117647058823,0.639171875,0.404421875,0.5389843749999998,-0.1919173452537924,-0.1928027193351547,0.6314958429028937,0.1044324671043616,-0.1443997091750736,-0.1652411192304548,0.1616118527539143,-0.1577067895421432,0.2222747594241157,1.0661295930968644,0.944041328474262,-0.2416552676198272,-0.1152219446016133,0.8146316553136769,-0.5086931471488854,-0.509039129636931,-0.8113849479430606,-0.4587548321397117,-0.1152219446016133,0.3558447678678394,1.1638972391040991,0.499201950776712,-0.4862182792836368,-0.5928312113292662,0.0,-0.1743714581157289,-0.0330770600827811,1.818006484593964,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,1.140361,0.789245,-0.372853,0.491626,0.051249,0.483045,0.968772,0.931797,0.6151220000000001,0.35243,-0.197396,-0.369735,0.383291,-1.391732,0.704331,0,-0.0427699999999999,-1.279351,0.215409,-0.374107,0.126529,-0.742368,-1.027909,-0.718834,0.325241,0.2251139999999999,0.733329,-0.04414,-1.286453,-1.394926,-0.168827,-0.824434,-0.335499,-0.906028,-0.268846,-0.777633,1.089226,-0.638837,2.361108,0.362164,-1.038726,-0.574649,-1.2005290000000002,-1.327777,-1.145789,-1.074395,-0.015094,-1.93146,-1.2481209999999998,-1.397658,-1.124703,-1.356965,-0.8493860000000001,0.089741,-0.014505,0.657596,0.733204,0.168315,3.287503,-0.385586,-0.786454,-0.8011659999999999,-0.4801609999999999,0.339047,-0.187358,-0.280398,-0.086094,0.497666,-1.237177,-0.073676,0.5000859999999999,-0.364175,-0.37208,-0.147693,0.193518,-0.652977,-0.4515439999999999,0.066692,-0.586689
3,0.2407407407407407,0.1666666666666666,0.1296296296296296,0.074074074074074,0.0925925925925925,0.0925925925925925,0.074074074074074,0.0925925925925925,0.037037037037037,0.2037037037037037,0.6340581395348839,0.428860465116279,0.5686744186046512,1.6508141580166191,1.6059107353689062,2.845647719448379,-1.893411526030989,1.6615125418647354,1.7171278261423186,3.9392136501394495,2.899766521827348,1.4431607772522197,2.27870190906694,2.8561589441763453,1.504753229285596,-1.826716738602852,0.8213554955832874,0.3850834150684232,0.658108595388182,-0.2900855489720362,0.2245976826331923,-1.826716738602852,2.3763995003088976,2.575195905656247,-0.1641816819890138,0.4184888392614121,0.049110277861596,0.0,-0.1743714581157289,-0.0330770600827811,4.625560802574515,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,2.170028,-0.1252849999999999,-2.543948,-0.216025,-0.224212,-0.75734,-0.0845289999999999,0.90222,0.567122,-1.166017,-0.269844,1.37864,1.573259,-1.889553,0.186489,0,-0.0427699999999999,-0.0827519999999999,-0.970567,-0.352688,-1.119,-0.312145,1.112506,-0.897537,3.366109,-1.22138,-1.536084,-0.7764,2.2586310000000003,2.72343,0.204758,2.392787,0.339537,1.409575,0.031623,0.28488,0.744129,-1.0429190000000002,0.2550429999999999,0.275001,1.071789,0.476529,0.659993,-1.583177,-1.429535,-0.558541,-0.526886,-0.273277,-0.6208319999999999,0.509609,-0.879821,-0.287137,-0.7847890000000001,0.486268,3.417646,-0.7573300000000001,-1.123089,0.225369,-2.012945,-1.57229,-0.72783,0.079016,-0.4801609999999999,0.014368,-0.546834,-0.280398,-0.086094,0.307431,-0.0258189999999999,-0.073676,-0.2343599999999999,3.488686,5.190686,-0.3370849999999999,-0.422267,1.794453,-0.4515439999999999,-0.4087719999999999,1.920435
4,0.173076923076923,0.173076923076923,0.1538461538461538,0.0576923076923076,0.0769230769230769,0.0384615384615384,0.0192307692307692,0.0769230769230769,0.0192307692307692,0.1346153846153846,0.5743103448275861,0.4374597701149426,0.5538735632183908,7.002818236896681,6.989837832873371,4.182954539441507,-7.270280796251335,7.029511051352495,7.076494083840185,10.056990716107125,13.20834723327252,7.032380845199618,3.923831399885729,3.7146959505479735,6.822468989525706,-2.083440957703038,1.6408056458881586,0.1189589330598988,0.1849405987563794,-0.9272292588255104,-0.1398569919123564,-2.083440957703038,2.3763995003088976,2.8574556389666763,0.5595095537554143,1.3231959578064612,1.3329932562433209,0.0,-0.1743714581157289,-0.0330770600827811,3.9236722230793775,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,0.361767,-0.080132,0.186415,0.118181,0.152409,0.314071,0.467509,0.614166,-0.2630639999999999,1.094614,-0.142892,0.092707,-0.6564770000000001,-0.963454,0.219192,0,-0.0427699999999999,-1.26318,-0.78062,0.378616,-0.7216560000000001,1.213111,-1.187045,1.373652,0.509469,0.207936,0.478409,0.521514,-0.95226,-1.14542,-0.605938,-0.465356,-0.120531,-0.321304,-0.024078,-1.109326,-0.7498319999999999,-0.914055,-0.5212640000000001,-1.11954,-0.2393219999999999,-0.319271,0.8594209999999999,0.1055779999999999,1.05509,-0.6107670000000001,-0.020424,-0.951711,-0.457702,-0.530561,-0.993089,0.185677,0.0476959999999999,-1.305516,-0.5074890000000001,1.108977,-0.2285579999999999,-0.060637,0.104977,-0.062487,0.355626,0.943927,-0.163997,-0.4574979999999999,0.597804,-0.280398,-0.086094,-0.382443,2.793515,0.028804,-0.2343599999999999,-0.025957,0.286364,0.7182649999999999,1.048312,1.516473,-0.4515439999999999,0.158965,1.783663
5,0.2127659574468085,0.1702127659574468,0.0851063829787234,0.0851063829787234,0.0638297872340425,0.0212765957446808,0.0425531914893617,0.0425531914893617,0.0212765957446808,0.0851063829787234,0.5754929577464789,0.4056056338028169,0.5133661971830986,5.808221913864397,5.829362607716942,2.376101812423652,-5.826673266127656,5.818451869208937,5.837432375896838,6.34812099609105,7.222719723401131,5.712418859498995,1.3802148393149098,0.8375939532063279,5.775932062541181,-2.083440957703038,0.7582291935479337,-1.3572787595911615,-1.455375122900536,-1.6995246647085096,-1.6432325244127453,-2.083440957703038,-0.2214565842581771,-0.1062715607928339,-0.6466425058186326,-0.2600414996473745,-0.271860466733835,0.0,-0.1743714581157289,-0.0330770600827811,1.116117905098826,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,0.044302,-0.042485,-0.7857689999999999,0.5031439999999999,0.029962,-1.156819,1.676064,1.134026,2.171624,0.2123239999999999,-0.286589,-0.351342,0.8357760000000001,-1.439775,1.427039,0,-0.0427699999999999,-0.928288,-0.574971,-0.131269,-0.641989,-0.5272560000000001,0.4678529999999999,-0.1904269999999999,2.368568,0.097412,-1.171969,-0.1071299999999999,0.539878,1.777726,1.509748,0.4809479999999999,-1.1342139999999998,-0.13416,-0.755564,-0.4122229999999999,-1.292898,-1.515584,-0.575727,-0.898925,-0.511097,-0.1095869999999999,0.4329189999999999,0.158465,0.657637,0.917627,-1.093488,0.146134,1.373669,0.133252,-0.879821,-0.872418,-0.403192,0.168964,-0.322519,-0.319458,-0.622714,1.404988,0.013058,0.545679,-0.929847,-0.760559,0.354547,1.533506,-0.169088,-0.280398,-0.086094,3.291175,-1.096826,-0.073676,-0.2343599999999999,0.6723359999999999,-0.37208,-0.3370849999999999,-0.422267,-0.766246,0.394059,0.840302,1.272379
6,0.2777777777777778,0.0555555555555555,0.0555555555555555,0.2407407407407407,0.074074074074074,0.0,0.1666666666666666,0.0185185185185185,0.074074074074074,0.2037037037037037,0.6526504854368933,0.4177087378640777,0.5339805825242718,-0.1130694962285189,-0.1409434462038729,0.4484286562354402,0.0384361275733999,-0.2149251852878491,-0.2233225148697178,-0.4500897612323767,-0.2408405049570236,-0.5903241645499705,0.3188803851931527,0.810891762103451,-0.1556897343318128,-0.3719461637017991,0.0250517208495989,-0.0718472993235715,0.1060792659844123,-0.1742412380895863,-0.1398569919123564,-0.3719461637017991,-0.8949748284051965,-1.0941806273793375,-1.1894109326269535,-0.4862182792836368,1.653964000838752,0.0,-0.1743714581157289,-0.0330770600827811,-0.28765925389145,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,0.957762,-1.551906,0.710472,-1.360571,-1.103576,-1.716749,0.930941,-0.03661,0.815917,0.140378,-0.241105,-0.590446,0.168203,0.1295059999999999,0.945283,0,-0.0427699999999999,-0.463929,-1.346953,-0.113468,-1.451696,2.129024,-0.520493,1.305907,-0.111916,0.082961,-0.439117,0.031317,0.541732,1.342318,-0.430251,1.513719,-0.50522,-0.906028,0.05975,-1.109326,1.502627,-0.046924,0.7557699999999999,-0.493266,0.586579,1.407039,1.432493,-0.094552,0.7135699999999999,-0.026926,-0.511703,-0.426785,-0.179172,0.342292,-1.107146,-1.210324,0.426472,0.7309220000000001,-0.083466,0.054595,-0.068703,-0.348635,-1.022518,0.4213149999999999,-0.695347,-0.163344,1.6625310000000002,-0.745201,0.228905,0.958316,-0.086094,1.5161870000000002,-0.608528,-0.073676,-0.2343599999999999,-0.607823,-0.37208,-0.3370849999999999,-0.422267,-1.505248,-0.4515439999999999,0.104247,-0.126271
7,0.2765957446808511,0.1702127659574468,0.1276595744680851,0.1702127659574468,0.0851063829787234,0.0638297872340425,0.0851063829787234,0.0212765957446808,0.0638297872340425,0.1276595744680851,0.6071428571428572,0.4369142857142857,0.5112142857142857,-0.075147694739764,-0.094041263457283,0.4162947626177777,0.0382943506372451,-0.1042979558352301,-0.168700621557209,0.0104321043034682,-0.2038921869948545,-0.2688193336870038,0.0423484064133322,0.3983031306030512,-0.096121226211042,-0.7998198622021089,1.5273347956352037,-0.9154116951241774,-0.808712194170406,-0.9465366439725854,-0.2309706605487436,-0.7998198622021089,-1.2798423964892076,-0.5296611607584784,-0.9481805207121444,0.1923120596251499,-1.5557434451155596,0.0,-0.1743714581157289,-0.0330770600827811,-0.28765925389145,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,-0.992716,1.081093,-0.67397,0.632383,-1.090584,-0.029193,0.616496,0.87405,0.279992,-0.798712,-0.196594,-0.222594,1.923772,-0.845462,0.04566,0,-0.0427699999999999,-1.68418,-1.035539,-0.445867,-1.212643,-0.742368,-0.302653,-1.84035,-0.624052,1.395519,0.128262,0.585852,-0.8485889999999999,-0.760462,-0.585029,-0.424515,-0.389347,-0.906028,-0.189222,-0.008478,-1.571277,-0.868618,-1.858224,-0.503202,0.627711,-0.399212,-1.347715,0.967292,-0.016959,1.1769969999999998,-0.6461060000000001,-0.5102760000000001,0.7022010000000001,-0.710407,0.128494,1.09968,1.6459259999999998,-1.500612,-1.389612,1.056211,0.246701,2.771402,-0.999504,0.340871,-0.344828,0.167648,-0.4801609999999999,-0.145455,0.049694,-0.280398,-0.086094,-0.259629,2.018039,-0.073676,-0.2343599999999999,0.200815,2.373103,0.291481,1.621444,-0.761767,-0.4515439999999999,0.380231,1.077617
8,0.3023255813953488,0.0232558139534883,0.0,0.2325581395348837,0.0,0.0232558139534883,0.2093023255813953,0.0,0.1162790697674418,0.1627906976744186,0.7083506493506493,0.4189870129870129,0.5707012987012986,-0.1517558740342853,-0.1458455433839273,-0.196242148482494,0.2217255479701577,-0.1243263569470331,-0.1811106428484875,-0.0535471142830073,-0.2112818505872883,-0.365488464335915,-0.7740514024358982,-0.7883596738394401,-0.1108381517467618,-0.8853946019021709,0.0366437841181546,-1.603318375033005,-1.6288700549988635,-1.4485286577965348,-1.688789358730939,-0.8853946019021709,-1.472276180531213,-0.8119208940689079,-1.3703337415630608,-0.2600414996473745,0.049110277861596,0.0,-0.1743714581157289,-0.0330770600827811,1.116117905098826,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,-1.008314,-0.810013,-2.267089,-0.927737,-1.509444,0.61383,0.2611179999999999,-0.316348,-1.413302,-0.488206,3.865016,-0.590446,-0.244036,-0.486025,-0.550682,0,-0.0427699999999999,-0.155743,-1.217645,3.360464,-0.379764,-0.453968,1.250222,-0.260313,0.044649,0.013902,-0.533996,-0.1022,0.392227,-1.050426,0.211968,-1.003691,1.735664,1.681079,2.148184,-0.17472,-1.868867,0.229706,-1.957283,-0.968539,-0.331334,-1.39127,-0.542704,-0.622693,-1.029782,0.766295,-1.093488,1.004653,0.8564940000000001,1.935744,-1.34699,0.579109,4.914217,-2.463551,-1.172639,-0.548743,-1.11756,-0.163493,2.88752,0.380422,3.476971,-0.474516,0.079385,1.800685,2.998277,-0.280398,-0.086094,-2.258522,-1.005603,-0.073676,-0.2343599999999999,-0.607823,-0.37208,-0.3370849999999999,-0.422267,-0.567421,-0.4515439999999999,1.600789,-2.100591
9,0.2325581395348837,0.1162790697674418,0.0232558139534883,0.1627906976744186,0.0232558139534883,0.0232558139534883,0.1395348837209302,0.0232558139534883,0.0,0.0697674418604651,0.6277647058823529,0.4231176470588235,0.5230588235294117,-0.4565745992938996,-0.4459701081535601,-2.75894328536184,0.5022406043490927,-0.4384557380144098,-0.5135116678373012,-0.8910355680818287,-0.4500543573142407,-0.2578051109466721,-0.398706101387333,-0.5535569544969305,-0.4285368617242064,4.4202392595016695,-0.482853778530685,0.7014200634936505,0.6265640622793952,0.8490501747053875,0.725722860133322,4.4202392595016695,-0.702541044363191,0.1759881725175956,0.9213551716276284,2.001726296715248,-0.9138019559246974,0.0,-0.1743714581157289,-0.0330770600827811,-0.28765925389145,-0.0233826186772477,-0.0330770600827811,-0.0233826186772477,-0.1125589999999999,0.638396,-0.912873,0.886331,-0.083724,-0.284809,0.6422939999999999,0.200316,-0.569293,-0.6888989999999999,-0.1989999999999999,0.775859,1.383621,0.755872,0.85993,0,-0.0427699999999999,-1.16081,-0.973796,-0.4665609999999999,-1.153072,-0.742368,1.407204,1.31134,0.116978,1.120563,-0.029688,-0.833766,1.253377,0.7316630000000001,0.3539,2.8297790000000003,1.046937,0.240747,-0.2382699999999999,0.962065,0.596687,1.522974,0.982956,0.073757,0.529085,0.851643,-0.378059,0.289653,-0.10056,0.650511,-0.25168,0.925041,0.8494,0.561224,-0.65291,0.409627,-0.98649,0.8307700000000001,1.51663,-0.056736,1.964939,-0.954251,-1.480395,-1.037224,0.46119,0.478814,-0.4801609999999999,-0.18095,0.575612,-0.280398,-0.086094,0.1864309999999999,-1.364578,0.1273099999999999,-0.2343599999999999,0.913737,0.144463,-0.3370849999999999,-0.422267,-1.183983,-0.4515439999999999,-0.037619,-0.8687290000000001
