#AUTHID,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
1997_504851.txt,-0.11572133113824798,-0.11048127580116163,-0.36723304577844296,0.17920880108997053,-0.11017632789096972,-0.13075340830554444,-0.24529746394231677,-0.16102386323211648,-0.21941097405442508,-1.0674587700178733,-0.7052592999766345,-0.07860555300950231,-0.43415106590067304,-0.3513119423853956,-0.07311690807502427,-0.10483974450698288,0.06010823436073681,0.05651732564646074,-0.43415106590067304,-0.5612209237647231,-0.6308640128202766,-0.2793461872676752,-0.6065333042538801,-0.1546419265232846,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,-0.4143955214940056,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_605191.txt,-0.303486926088878,-0.2816186842170508,-1.727966285456602,0.39083300999112397,-0.26722204038700187,-0.2935586880466946,-0.6283708748283501,-0.2870269913424988,-0.2552399105808452,-0.9966517389340105,-0.987535736530551,-0.2518709039937839,1.2856809500441957,0.03249215247468525,-0.034714442576303316,-0.14530962749696505,0.09045915574802389,0.33281180701342283,1.2856809500441957,-0.40875285719266213,-0.25075199169772827,0.044565197944024325,-0.7803115588958083,-0.7359777478306269,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,-0.7865519654422078,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_687252.txt,-0.14198865894147808,-0.14557548039202745,0.7932717371677459,0.06603903521934658,-0.17033910642967376,-0.15269723341860222,-0.15773322312350913,-0.15386327397234945,0.25838276679422045,1.330145335177287,0.8101887875042388,-0.18531687719024878,0.47634823665837517,0.3956966106712531,0.5544602254698628,0.5730307955752184,0.35223585271337504,0.9607538101201548,0.47634823665837517,0.8109916753838258,0.6723772024570319,1.3743066740762646,-0.519644176932916,0.28135993945722215,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,0.7020738103506013,-0.1605603493382653,6.95269731830748,-0.14529030085721073
1997_568848.txt,-0.2728943199325924,-0.2743639073746756,-1.5070893627614015,0.27999619053844166,-0.24732849203687282,-0.26085697214006964,-0.49167344395487894,-0.2702341082317079,-0.23621732862336547,-0.22220438271400017,-0.10995350727766558,-0.267747679294056,0.07168187996546484,1.5903047848331302,-1.1877989987352666,-1.17054666324318,-1.1653102166509794,-1.0109840796349836,0.07168187996546484,-1.018625123480906,-0.6851657301234978,-0.9783128606192374,-0.7803115588958083,0.13602598413038655,-0.04506516628198264,1.2082460326415385,-0.14817307777606056,-1.1587084093904103,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_688160.txt,-0.13638549170606354,-0.12225599111877519,0.4025496173534652,0.14421389271284255,-0.1209899347067284,-0.11682890473506162,0.0023216920520971423,-0.11229207521425755,0.05915151964090902,0.3038683075435813,-0.10155457019317034,-0.1313415698370885,0.4426260402672993,-0.6260425338856072,1.156772579081381,1.051924410956674,1.084451831181676,1.237048291487117,0.4426260402672993,1.2988894884144209,1.2153943754892438,1.4936424475753116,0.17546884163479665,-0.009307971196449012,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,2.562856030091613,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_722902.txt,-0.22252732011305099,-0.23268122797240764,-0.566936472071461,0.11365048851227258,-0.2386541191775173,-0.22205546332743947,-0.46608527179050296,-0.25919323211601925,-0.057269932000474214,1.7365236137220843,1.1591700911216867,-0.2845674226017195,2.4659578237318507,0.8445223895065425,0.4635070177097343,0.5156984613394103,0.21565670647058313,1.0361068504929627,2.4659578237318507,1.0549405818991233,1.269696092792465,0.6923879683674234,0.7836927328815452,-0.1546419265232846,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,0.7020738103506013,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_724708.txt,-0.2069473208574324,-0.21038949866341253,-0.13482651695959788,0.15857527999056759,-0.23198499013310772,-0.19318245328182676,-0.4406171200579478,-0.20677207239173914,-0.2722801888969649,0.793177317646791,0.5020838839109257,-0.23409702572460991,0.982181182524513,0.16943735286394726,0.2573464134534429,0.27287916339951734,0.14357326817577631,0.4960767278211731,0.982181182524513,0.689017222126177,0.18366174672804123,0.010469262658582269,1.652584006091186,0.13602598413038655,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,0.32991736640239905,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_724794.txt,-0.18170174242073106,-0.17384449275299912,0.25342885416525385,0.1579209402107443,-0.17623552453626698,-0.18962547443871014,-0.17093129182949723,-0.19294573134137596,0.0015481385932312132,0.6992315072622912,0.23728128988788003,-0.1947431610537755,-0.33298447672744547,1.9184285150094982,-0.7471812366973105,-0.7591028528450279,-0.8048930251769453,-0.21977715572050135,-0.33298447672744547,-0.6831953770223719,-0.3593554263041706,-0.41572992840944345,-0.8672006862167724,-0.8813117031574624,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,-0.4143955214940056,-0.1605603493382653,6.95269731830748,-0.14529030085721073
1997_628043.txt,2.6409751769179297,2.671772861334241,1.419897511782378,-2.5731461641198092,2.628108258235223,2.6440610820005026,2.4811002033933827,2.3756811837927576,2.783080431026258,0.06448995171941704,-0.4231442295345963,2.670049476126714,-1.614427939588328,-0.24744124951676175,-0.47937456940359857,-0.5601259281442823,-0.4862083506104308,-0.6467777178330791,-1.614427939588328,-0.6831953770223719,-1.1195794685492673,-0.14296244612590697,0.001690586992868479,-1.3173135691379692,-0.04506516628198264,1.2082460326415385,-0.14817307777606056,-0.7865519654422078,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
1997_708036.txt,-0.1861517647988848,-0.17328943193145896,0.21537412335387834,0.17589327898476886,-0.19728665962975822,-0.15427497106754576,-0.3323161438641381,-0.15667570179530704,-0.10294484859545806,0.6047212959519811,0.08948020104223227,-0.19136511611572404,-0.26554008394529377,1.3985321688920076,-0.6329844313984824,-0.6646731258684029,-0.6872832048012077,-0.21977715572050135,-0.26554008394529377,-0.2867784039350133,-0.6308640128202766,-0.4668738313376065,-0.2589767949700238,-0.009307971196449012,-0.04506516628198264,-0.8112275192058025,-0.14817307777606056,-1.1587084093904103,-0.1605603493382653,-0.1438290715413215,-0.14529030085721073
