#AUTHID,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
1997_504851.txt,0.01933958685007539,0.07590414280933945,-0.3015834216703756,0.2768894877362373,0.08188854253273924,0.004972433107938773,-0.11428982635350361,-0.1373739889693469,-0.2964108636793645,-1.0036960038906066,-1.3448527145599982,0.19996933846891107,-0.5020792030812953,-0.5206599976496078,0.01956579809170806,-0.03930370978657901,0.15645896074370602,0.06841477287157494,-0.5020792030812953,-0.4618615026124518,-0.5043790085546465,-0.22802437900429737,-0.6771971329915167,-0.08989066741706969,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,-0.36482941284769316,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
1997_605191.txt,-0.8360437222002616,-0.7787400985888566,-1.741206355813203,1.08116039806711,-0.7285834146145368,-0.8205143178265223,-1.0498533560438332,-0.7154601873397319,-0.38065735921038274,-0.9915728982314227,-1.334301566966115,-0.6666553258372186,1.303144170416494,0.20311138884521465,-0.12496965520986979,-0.18196600768054202,0.003957028979759274,0.29664336720738893,1.303144170416494,-0.4960979006573647,-0.327425556042451,0.10319066477831654,-0.77041780165425,-0.7109766102789192,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,-0.7580326554175224,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
1997_687252.txt,-0.21448527733225478,-0.23797848693703325,0.8717057811000324,-0.14706030955983743,-0.2759112052499934,-0.24394379213421954,-0.014816252684400679,-0.22720204689113788,1.1963770544263774,1.5453115134081692,1.5917629188469924,-0.43047890171405856,0.7573789644753021,0.035480555460996425,0.691366585037442,0.7252198866195305,0.43967683401960717,0.8244219916089588,0.7573789644753021,1.0787764094086296,1.32414000073804,1.697163062982146,-0.3975351270033168,0.3759237897293175,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,0.8147803148617945,-0.19574007317156783,5.996210924787874,-0.16935135637593404
1997_568848.txt,-0.73909324184944,-0.722066749668222,-1.2904011296294882,0.7235396180523505,-0.614606761478347,-0.7072286733237607,-0.7281657453464934,-0.6573397487781095,-0.7557621814140494,0.0031395036896252827,-0.1212556174783362,-0.7313173041071215,-0.08225981389576287,1.8166386581252343,-1.3783811062411528,-1.396424543598381,-1.37291755494616,-1.258163931705344,-0.08225981389576287,-1.215062259600536,-0.7993014294083055,-1.2630713908249658,-1.05007980764245,0.0653808182983927,-0.045323633099495844,0.9785670168478623,-0.17315631119918243,-1.1512358979873516,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
1997_688160.txt,-0.18395369887867558,-0.1163534572292942,0.4040341368041055,0.21251627927551053,-0.11955899062105513,-0.10294185889398134,0.09152941809186545,-0.08192169000983437,0.40759293650147455,0.3619982031939581,-0.17797607114740285,-0.1621919025820748,0.5054873309639826,-0.6979168695929275,1.1492549010968405,1.0580985817054442,1.067113353276988,1.1239720216747147,0.5054873309639826,1.2499583996331942,1.2061710323965762,1.469452720381599,-0.024652452352383492,-0.08989066741706969,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,2.3875932851411115,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
1997_722902.txt,-0.5689472660875333,-0.5611269021365582,-0.2673347454781568,0.21787782907934872,-0.5718325243555773,-0.5229551411211899,-0.6495816209821433,-0.5714449413463312,0.09985501757464846,1.6484494259678644,1.451879903697406,-0.770247814735599,2.3526926433803252,0.8389566493573019,0.5271743100868495,0.5203714588743528,0.2741033081044649,1.1097077345287263,2.3526926433803252,1.0787764094086296,1.3831244849087716,0.8070226328163711,1.0007749029376831,-0.08989066741706969,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,0.8147803148617945,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
1997_724708.txt,-0.512662130493179,-0.565007415532802,-0.4364392845641782,0.2622514500678937,-0.5746243421748813,-0.48500647892203946,-0.6488007195384353,-0.4878412855553571,-0.6861405335889336,0.6667982618427827,1.0078217440496384,-0.653747170849881,1.3871080482536007,-0.09418672629862591,0.24041597073651902,0.3045490082142549,0.13903016854211211,0.3109076543533773,1.3871080482536007,0.6679396328696745,0.5573417065185262,-0.02101497664016368,1.7465402522395497,0.2206523040138551,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,0.4215770722919653,5.10881590977792,-0.166771985265908,-0.16935135637593404
1997_724794.txt,-0.42144590542992855,-0.36301261367983534,0.027824190254120897,0.4164021216179396,-0.3809756765132101,-0.4274570436812475,-0.33365424788597764,-0.39802658262927787,0.17104711418678933,0.384773764013679,-0.08657341009577516,-0.4146735960844015,-0.33415144740708236,1.754780654282941,-0.8245212491895066,-0.8733294513205166,-0.8587681849991395,-0.34524955436208793,-0.33415144740708236,-0.8042254830615809,-0.5633634927253782,-0.4971366020776712,-0.8636384703169834,-0.8662480959943817,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,-0.36482941284769316,-0.19574007317156783,5.996210924787874,-0.16935135637593404
1997_628043.txt,5.873935207179812,6.0291699769564,1.2962142854649672,-5.287828595905695,5.935822441300196,5.846540459803062,3.620736935103902,4.483490193022034,5.23771426688035,0.06798653638123232,-1.143853352896533,6.094854422530041,-1.635591553882233,-0.13346761256671372,-0.4441039360997537,-0.5916628631708973,-0.45354876631208096,-0.5449495744059252,-1.635591553882233,-0.7015162889268423,-0.8582859135790374,-0.12451967782223053,0.06856821631034983,-1.3320625531407688,-0.045323633099495844,0.9785670168478623,-0.17315631119918243,-0.7580326554175224,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
1997_708036.txt,-0.4068899722506222,-0.34874411823685336,0.09323085576399859,0.38787528831324325,-0.3282703211008996,-0.2640313029636619,-0.18314960177297143,-0.24273987312625853,-0.1051975340425947,0.4562477538371297,-0.0191258039635297,-0.40899833190077955,-0.2921695084885291,1.4735922407711586,-0.7505190970990987,-0.8001692985543818,-0.7934102142431623,-0.34524955436208793,-0.2921695084885291,-0.3933887065226259,-0.327425556042451,-0.5799403630233246,-0.4907557956660501,-0.4004336388479945,-0.045323633099495844,-1.0054105011005467,-0.17315631119918243,-1.1512358979873516,-0.19574007317156783,-0.166771985265908,-0.16935135637593404
