#AUTHID,Valence,Arousal,Dominance
1997_504851.txt,0.63424375,0.43318749999999995,0.530625
1997_605191.txt,0.6517191780821917,0.4301369863013699,0.5220205479452055
1997_687252.txt,0.6127892376681615,0.4210896860986547,0.5011748878923766
1997_568848.txt,0.6667727272727273,0.42479545454545453,0.5578295454545454
1997_688160.txt,0.619518018018018,0.4223378378378379,0.5199774774774775
1997_722902.txt,0.6359942857142857,0.45898285714285714,0.5275428571428572
1997_724708.txt,0.6574444444444445,0.40804093567251465,0.5496608187134503
1997_724794.txt,0.575877049180328,0.41062295081967215,0.4710819672131147
1997_628043.txt,0.5427777777777778,0.4603888888888889,0.4815714285714286
1997_708036.txt,0.650272,0.460288,0.5476399999999999
1997_665915.txt,0.5818308823529413,0.4130367647058824,0.5017058823529412
1997_820679.txt,0.5953884615384615,0.4253615384615385,0.5450576923076923
1997_780901.txt,0.6533229571984436,0.42767704280155644,0.5391322957198443
1997_606398.txt,0.6212843137254902,0.42429901960784305,0.5143676470588234
1997_606357.txt,0.6171111111111114,0.40626851851851853,0.5152314814814815
1997_111389.txt,0.5662894736842106,0.48639473684210527,0.5330526315789473
1997_196603.txt,0.6300709677419355,0.44109032258064507,0.5469806451612903
1997_636228.txt,0.6142260273972603,0.4085342465753425,0.48372602739726045
1997_430457.txt,0.628358490566038,0.4207735849056604,0.5308301886792453
1997_475795.txt,0.6394309623430963,0.40643933054393305,0.5289121338912134
1997_356326.txt,0.6068070175438596,0.45269590643274854,0.483953216374269
1997_530565.txt,0.6115952380952381,0.459375,0.5141309523809524
1997_378670.txt,0.6568608695652174,0.43066956521739125,0.5234
1997_814703.txt,0.6967166666666667,0.4603083333333334,0.5577666666666666
1997_472441.txt,0.6404245283018867,0.4439481132075472,0.5411273584905659
1997_339562.txt,0.6738719512195122,0.40764024390243897,0.5470487804878049
1997_760578.txt,0.660325,0.44007500000000005,0.5199875
1997_767473.txt,0.6212489270386267,0.40525751072961375,0.5179141630901288
1997_743186.txt,0.628,0.4577974683544304,0.5260970464135021
1997_747589.txt,0.6042378640776699,0.4542281553398058,0.5289029126213592
1997_882637.txt,0.6516935483870967,0.4195725806451613,0.4861693548387097
1997_821162.txt,0.6343524590163936,0.39895081967213114,0.5057213114754099
1997_748062.txt,0.6128427672955975,0.426622641509434,0.49037735849056613
1997_867722.txt,0.6012479338842976,0.44670247933884294,0.5090661157024793
1997_784675.txt,0.6534545454545455,0.41337878787878796,0.5497575757575759
1997_665910.txt,0.6587521367521367,0.4504529914529914,0.5357008547008546
1997_704970.txt,0.6413157894736842,0.4530601503759399,0.5569774436090226
1997_660638.txt,0.6308125,0.4753958333333334,0.5216458333333335
1997_881327.txt,0.5828173913043477,0.43396521739130434,0.47625217391304353
1997_884710.txt,0.6661619718309858,0.4402394366197182,0.534281690140845
1997_880321.txt,0.6430919540229885,0.4399540229885057,0.5443793103448277
1997_336857.txt,0.6097969924812031,0.422796992481203,0.4962406015037593
1997_311198.txt,0.6275911602209945,0.44898342541436465,0.5172099447513812
1997_378661.txt,0.6192957746478874,0.3936549295774648,0.4901830985915492
1997_693196.txt,0.5729618320610687,0.43487022900763356,0.4796412213740458
1997_394566.txt,0.649775,0.42975833333333324,0.5477333333333334
1997_677691.txt,0.6066323529411765,0.4529656862745098,0.5129754901960785
1997_419343.txt,0.6094166666666667,0.4476574074074074,0.5115740740740742
1997_473952.txt,0.6297203389830508,0.46504237288135597,0.528364406779661
1997_904901.txt,0.6187197452229299,0.4108949044585988,0.5209681528662421
1997_847162.txt,0.6332245989304813,0.44173796791443853,0.5293208556149733
1997_821194.txt,0.6072371794871795,0.41178205128205125,0.4996025641025641
1997_339543.txt,0.6413624161073825,0.43755033557046974,0.5236241610738255
1997_451062.txt,0.5595087719298245,0.469359649122807,0.5156052631578948
1997_476707.txt,0.6056236559139784,0.4521451612903226,0.5211827956989247
1997_490124.txt,0.6263333333333334,0.43466666666666665,0.4992575757575758
1997_492073.txt,0.599173076923077,0.4154519230769231,0.49238461538461537
1997_595469.txt,0.6429050632911393,0.4539620253164558,0.5340253164556963
1997_597598.txt,0.681923976608187,0.45811695906432753,0.5585263157894738
1997_677293.txt,0.5834029850746268,0.446320895522388,0.4917014925373135
1997_739678.txt,0.6718161764705881,0.4665,0.559279411764706
